Dispozice,Energetická náročnost budovy,Kauce,Měsíční poplatky,Podlaží,Provize realitní kanceláře,Vybavený,Výměra,geo-lat,geo-lng,Balkón,Sklep,Pračka,Lednice,Myčka,Cenová skupina,Výměrová skupina
5,6,0,4000,14,1,1,93,50.08266,14.4504,0,0,0,0,0,5,5
14,2,0,0,8,0,2,185,50.10255,14.562660000000001,0,0,0,0,0,6,9
4,2,0,0,13,1,1,100,50.07108,14.43655,1,0,0,0,0,6,6
14,1,0,0,8,1,2,111,50.03091,14.54171,0,0,0,0,0,6,6
5,6,0,4000,14,1,1,100,50.08266,14.4504,0,0,0,0,0,6,6
7,6,0,0,8,1,1,147,50.09022,14.3668,0,0,0,0,0,6,8
5,6,0,0,12,1,1,121,50.07842,14.40383,0,0,0,0,0,6,7
5,6,0,0,8,1,1,94,50.07673,14.43506,0,0,0,0,0,6,5
5,6,0,0,15,1,1,104,50.10844,14.39209,0,0,0,0,0,6,6
5,2,0,0,12,1,1,85,50.07403,14.440710000000001,0,0,0,0,0,6,5
5,6,0,7000,12,1,1,121,50.07847,14.40365,0,0,0,0,0,6,7
5,6,0,0,14,1,2,104,50.10789000000001,14.39229,0,0,0,0,0,6,6
5,0,0,0,8,1,1,85,50.07109000000001,14.439570000000002,0,0,0,0,0,5,5
3,6,0,0,12,1,1,80,50.075340000000004,14.45631,1,0,0,0,0,6,4
14,6,0,0,8,0,1,355,50.2648,12.77924,0,0,0,0,0,6,13
3,6,0,0,14,1,1,98,50.08972,14.42182,0,0,0,0,0,6,6
4,6,0,0,12,1,2,180,50.0867,14.40435,0,0,0,0,0,6,9
5,6,0,0,13,1,2,121,50.07847,14.40365,0,0,0,0,0,6,7
14,6,0,0,18,0,2,350,49.89177,14.70015,1,0,0,0,0,6,13
5,0,0,0,13,1,1,92,50.07108,14.43655,1,0,0,0,0,6,5
14,2,0,0,8,1,1,170,50.14411,14.323870000000001,1,0,0,0,0,6,9
7,6,0,0,8,1,2,95,50.0751,14.427079999999998,1,0,0,0,0,6,5
3,6,0,0,17,1,1,65,50.08119,14.42462,0,0,0,0,0,6,3
2,6,0,0,0,1,0,94,50.08736,14.40029,0,0,0,0,0,6,5
5,6,0,0,8,1,2,91,50.07673,14.43506,0,0,0,0,0,6,5
2,6,0,2300,13,1,1,58,50.07174000000001,14.41032,0,0,0,0,0,5,3
5,6,0,0,0,1,1,76,50.08105,14.4054,0,0,0,0,0,6,4
5,6,0,4000,15,1,1,104,50.10845,14.39241,0,0,0,0,0,6,6
5,6,0,0,0,1,1,76,50.081309999999995,14.40586,0,0,0,0,0,6,4
7,3,0,2500,13,1,2,132,50.09432,14.458329999999998,1,0,0,0,0,6,7
3,6,0,0,11,1,2,97,49.19254,16.60086,0,0,0,0,0,5,6
14,6,0,6000,18,1,2,180,50.10773,14.3739,0,0,0,0,0,5,9
5,6,0,0,12,1,2,95,50.07136,14.41893,0,0,0,0,0,6,5
3,6,0,0,13,1,0,90,50.08983,14.418239999999999,0,0,0,0,0,6,5
5,3,0,0,11,1,1,92,50.07673,14.43506,0,0,0,0,0,6,5
3,6,0,0,11,1,1,83,50.08023,14.41475,1,0,0,0,0,6,5
3,6,0,0,8,1,1,87,50.10845,14.40376,0,0,0,0,0,5,5
4,6,0,0,12,1,2,89,50.0784,14.4066,0,0,0,0,0,6,5
5,6,0,3000,12,1,1,95,50.07107,14.43651,1,0,0,0,0,6,5
5,6,0,0,0,1,0,76,50.081309999999995,14.40586,0,0,0,0,0,6,4
2,6,0,2500,0,1,1,94,50.0871,14.40005,0,0,0,0,0,6,5
5,6,0,4000,15,1,1,104,50.1082,14.392470000000001,0,0,0,0,0,6,6
5,2,0,4000,15,1,1,90,50.10142000000001,14.39795,0,0,0,0,0,6,5
5,6,0,0,15,1,1,104,50.10845,14.39241,0,0,0,0,0,6,6
3,6,0,2300,13,1,1,58,50.07174000000001,14.41032,0,0,0,0,0,5,3
5,6,0,0,14,0,2,110,50.07403,14.44081,0,0,0,0,0,5,6
5,6,0,5000,14,1,1,110,50.07403,14.44081,0,0,0,0,0,5,6
5,6,0,8000,12,1,1,85,50.07205,14.441429999999999,0,0,0,0,0,5,5
6,6,0,0,12,1,1,160,50.05516,14.42385,0,0,0,0,0,6,9
5,6,0,0,14,1,1,104,50.07748,14.41885,0,0,0,0,0,6,6
5,6,0,0,13,1,1,76,50.07775,14.44716,0,0,0,0,0,5,4
3,6,0,2500,0,1,1,94,50.0871,14.40005,0,0,0,0,0,6,5
12,6,0,0,8,1,2,380,50.01643,14.483020000000002,0,0,0,0,0,6,13
5,2,0,0,13,1,1,93,50.07196,14.441460000000001,0,0,0,0,0,6,5
5,6,0,0,12,1,1,95,50.07431,14.441270000000001,0,0,0,0,0,5,5
5,6,0,0,8,1,1,91,50.07673,14.43506,0,0,0,0,0,6,5
5,3,0,0,8,1,1,91,50.07665,14.43511,0,0,0,0,0,6,5
5,6,0,0,11,1,1,85,50.07232,14.442279999999998,0,0,0,0,0,5,5
3,6,0,0,11,1,1,150,50.1244,14.44409,0,0,0,0,0,6,8
5,6,0,0,13,1,1,80,50.07205,14.441429999999999,0,0,0,0,0,5,4
5,6,0,0,14,1,1,110,50.07387,14.44072,0,0,0,0,0,5,6
7,6,0,0,0,1,2,118,50.07289,14.39335,0,0,0,0,0,5,7
5,2,0,0,12,1,1,109,50.09834,14.35537,1,0,0,0,0,5,6
3,6,0,0,0,1,1,94,50.0871,14.40005,0,0,0,0,0,6,5
3,6,0,5000,14,1,1,90,50.09832,14.39201,0,0,0,0,0,5,5
4,6,0,4000,12,1,1,135,50.07638,14.415460000000001,0,0,0,0,0,5,8
4,6,0,0,11,1,1,108,50.07748,14.41885,0,0,0,0,0,6,6
3,6,0,0,11,1,2,83,50.08023,14.41475,0,0,0,0,0,6,5
3,6,0,0,0,1,1,64,50.06824,14.4173,0,0,0,0,0,5,3
3,6,0,0,11,1,2,55,50.07859000000001,14.449979999999998,1,0,0,0,0,6,3
5,6,0,0,8,1,2,85,50.07205,14.441429999999999,0,0,0,0,0,5,5
5,6,0,0,11,1,2,97,50.074259999999995,14.4411,0,0,0,0,0,5,6
8,6,0,0,8,1,2,200,49.98303,14.512279999999999,0,0,0,0,0,5,10
6,6,0,0,8,1,2,180,50.07861,14.4173,0,0,0,0,0,5,9
7,6,0,0,12,1,2,103,50.05002,14.45413,0,0,0,0,0,5,6
14,6,0,0,8,1,2,265,50.03731,14.4369,0,0,0,0,0,5,11
4,6,0,0,11,1,2,108,50.07792,14.44268,1,0,0,0,0,6,6
5,6,0,0,14,1,2,93,50.07205,14.441429999999999,0,0,0,0,0,6,5
12,6,0,0,14,1,2,96,50.07747,14.41865,0,0,0,0,0,6,5
5,6,0,0,14,1,2,105,50.07498,14.44079,0,0,0,0,0,5,6
6,6,0,0,12,1,2,104,50.07777,14.435720000000002,0,0,0,0,0,5,6
5,6,0,0,15,1,2,98,50.0671,14.44406,0,0,0,0,0,5,6
5,2,90000,6000,8,0,1,80,50.08598,14.420670000000001,0,0,0,0,0,7,4
7,6,0,0,15,1,0,154,50.076859999999996,14.45623,0,0,0,0,0,6,8
5,3,0,0,14,1,2,137,50.07803,14.438939999999999,0,0,0,0,0,7,8
10,6,90000,7000,11,0,1,270,50.08512,14.44914,0,0,0,0,0,7,11
9,2,52000,6500,11,0,2,131,50.0609,14.391670000000001,0,0,0,0,0,7,7
7,6,0,0,14,1,1,173,50.07803,14.438939999999999,0,0,0,0,0,7,9
6,6,0,0,11,1,2,129,50.104440000000004,14.40939,0,0,0,0,0,6,7
6,6,0,0,8,1,1,148,50.11063,14.38078,1,0,0,0,0,7,8
14,6,0,0,18,1,0,250,50.00349,14.55773,0,0,0,0,0,6,11
6,6,0,0,0,1,0,130,50.08784,14.415320000000001,0,0,0,0,0,6,7
3,6,0,0,13,1,1,86,50.066959999999995,14.42288,0,0,0,0,0,7,5
6,6,0,4000,11,1,2,129,50.104440000000004,14.40939,0,0,0,0,0,6,7
9,6,0,0,12,1,0,135,50.090270000000004,14.419629999999998,1,0,0,0,0,7,8
5,6,0,0,12,0,1,90,50.072359999999996,14.44224,0,0,0,0,0,7,5
4,6,0,0,11,1,2,96,50.089,14.4221,0,0,0,0,0,7,5
6,6,0,0,0,1,1,134,50.07174000000001,14.41032,0,0,0,0,0,6,8
4,6,0,0,11,1,2,107,50.075959999999995,14.41969,0,0,0,0,0,7,6
7,6,0,0,12,1,2,107,50.089859999999994,14.42866,0,0,0,0,0,7,6
6,6,0,0,12,0,2,130,50.090270000000004,14.419629999999998,1,0,0,0,0,7,7
2,6,0,0,14,1,1,87,50.0879,14.42511,0,0,0,0,0,7,5
5,6,0,0,13,1,2,103,50.09001,14.427129999999998,0,0,0,0,0,6,6
5,6,0,6000,14,1,1,137,50.07803,14.438939999999999,0,0,0,0,0,7,8
14,6,0,0,8,1,2,869,50.1354,14.28776,1,0,0,0,0,7,16
5,6,0,0,15,1,2,137,50.07803,14.438939999999999,0,0,0,0,0,7,8
14,1,0,0,8,1,2,2248,50.05103,14.62396,0,0,0,0,0,7,19
14,2,0,45000,8,1,2,1086,50.14427,14.312429999999999,1,0,0,0,0,7,17
14,6,0,0,8,1,2,207,50.13335,14.32795,0,0,0,0,0,7,10
5,0,0,0,14,1,2,137,50.07808,14.43895,0,0,0,0,0,7,8
4,6,0,0,12,1,2,110,50.07718,14.43724,1,0,0,0,0,6,6
9,6,0,0,8,1,2,168,50.077659999999995,14.42644,0,0,0,0,0,7,9
14,6,0,0,8,1,2,210,50.00846,14.4596,1,0,0,0,0,7,10
4,6,0,0,11,1,2,130,50.08294,14.419179999999999,0,0,0,0,0,7,7
6,6,0,0,8,1,0,122,50.07612,14.40745,0,0,0,0,0,6,7
10,6,0,0,12,1,1,268,50.0849,14.448939999999999,1,0,0,0,0,7,11
5,2,0,0,8,1,1,94,50.07665,14.43511,0,0,0,0,0,6,5
5,6,0,3000,13,1,2,96,50.077909999999996,14.44082,0,0,0,0,0,7,5
4,6,0,0,12,1,1,105,50.0784,14.441070000000002,0,0,0,0,0,6,6
5,6,0,0,12,1,2,113,50.09093,14.42826,0,0,0,0,0,7,6
7,6,0,0,11,1,2,105,50.075340000000004,14.45631,0,0,0,0,0,7,6
5,6,0,0,13,0,2,125,50.079570000000004,14.435770000000002,0,0,0,0,0,7,7
14,1,0,0,8,1,2,168,50.04505,14.55301,0,0,0,0,0,7,9
4,6,0,0,11,1,0,130,50.08311,14.419579999999998,0,0,0,0,0,7,7
7,2,0,0,8,1,1,104,50.083909999999996,14.374089999999999,0,0,0,0,0,7,6
4,6,0,0,11,1,2,130,50.08294,14.419179999999999,1,0,0,0,0,7,7
4,6,0,7000,8,1,1,107,50.08997,14.42884,0,0,0,0,0,7,6
7,6,0,7000,8,1,1,107,50.089859999999994,14.42866,1,0,0,0,0,7,6
5,6,0,6000,12,1,2,109,50.07904,14.449670000000001,0,0,0,0,0,7,6
5,6,0,9000,11,1,2,110,50.116170000000004,14.420060000000001,0,0,0,0,0,6,6
7,6,0,7000,12,1,1,100,50.09024,14.36692,0,0,0,0,0,7,6
14,6,0,0,18,1,2,377,50.06428,14.37856,1,0,0,0,0,7,13
5,6,0,0,14,1,0,137,50.09113,14.42485,0,0,0,0,0,7,8
14,3,0,7000,18,1,1,200,50.04209,14.34455,1,0,0,0,0,7,10
14,2,0,0,18,1,0,200,50.00326,14.557739999999999,0,0,0,0,0,6,10
7,6,0,0,8,1,1,107,50.09,14.42884,0,0,0,0,0,7,6
4,6,0,0,0,1,1,103,50.077490000000004,14.4375,0,0,0,0,0,6,6
3,6,0,0,11,1,2,71,50.08971,14.4192,0,0,0,0,0,7,4
14,2,0,0,8,0,2,196,50.14425,14.323670000000002,1,0,0,0,0,6,10
6,6,0,0,11,1,0,129,50.10434,14.40899,0,0,0,0,0,6,7
7,6,0,0,0,1,0,120,50.11589,14.41949,0,0,0,0,0,6,7
6,6,0,0,12,1,2,125,50.075959999999995,14.41969,1,0,0,0,0,7,7
14,6,0,6000,18,1,2,200,50.00326,14.557739999999999,0,0,0,0,0,6,10
3,6,0,0,12,1,0,74,50.10413,14.40449,0,0,0,0,0,7,4
3,6,0,4000,12,1,1,100,50.098929999999996,14.39437,0,0,0,0,0,6,6
4,6,0,2400,0,1,1,103,50.07718,14.43724,0,0,0,0,0,6,6
5,6,0,0,12,1,1,105,50.0784,14.441070000000002,1,0,0,0,0,6,6
4,6,0,6000,12,1,1,105,50.07844,14.44372,1,0,0,0,0,6,6
4,6,0,4000,8,1,2,134,50.07174000000001,14.41032,0,0,0,0,0,6,8
5,6,0,0,8,1,1,134,50.07174000000001,14.41032,0,0,0,0,0,6,8
14,6,0,6000,18,1,0,280,50.02088,14.58186,1,0,0,0,0,7,12
4,6,0,2400,0,1,1,103,50.077729999999995,14.43781,0,0,0,0,0,6,6
6,6,0,0,11,1,0,129,50.104440000000004,14.40939,1,0,0,0,0,6,7
9,3,0,0,14,1,1,166,50.07343,14.446670000000001,0,0,0,0,0,6,9
2,6,0,0,8,1,1,55,50.07174000000001,14.41032,0,0,0,0,0,7,3
5,2,0,0,13,1,1,100,50.07573,14.426910000000001,0,0,0,0,0,7,6
6,6,0,0,12,1,1,125,50.090270000000004,14.419629999999998,1,0,0,0,0,7,7
5,6,0,0,13,1,2,97,50.09114,14.42208,1,0,0,0,0,7,6
7,2,0,0,8,1,1,107,50.08984,14.4287,0,0,0,0,0,7,6
5,6,0,0,12,1,2,156,50.05695,14.368620000000002,1,0,0,0,0,6,8
7,6,0,0,8,1,1,106,50.089859999999994,14.42866,0,0,0,0,0,7,6
4,6,0,0,0,1,1,103,50.07732,14.43731,0,0,0,0,0,6,6
6,3,0,0,11,1,2,129,50.104440000000004,14.40939,0,0,0,0,0,6,7
3,6,0,0,13,1,1,45,50.08077,14.40567,0,0,0,0,0,7,2
5,6,0,0,14,1,1,80,50.06824,14.4173,0,0,0,0,0,6,4
6,6,0,4000,12,1,2,135,50.090270000000004,14.419629999999998,1,0,0,0,0,7,8
1,6,0,0,11,1,2,38,50.08945,14.4246,1,0,0,0,0,6,1
8,6,0,0,13,1,0,200,50.089909999999996,14.421660000000001,0,0,0,0,0,8,10
7,6,0,0,15,1,2,243,50.11108,14.49705,0,0,0,0,0,8,11
4,6,0,0,12,1,1,144,50.0784,14.441070000000002,0,0,0,0,0,8,8
9,6,0,0,11,0,0,181,50.07832,14.403310000000001,0,0,0,0,0,8,9
14,6,0,0,18,1,1,240,50.037440000000004,14.42731,0,0,0,0,0,8,11
10,6,0,798,13,1,0,180,50.10068,14.422260000000001,0,0,0,0,0,7,9
14,1,0,0,8,1,0,200,49.94558,14.53064,1,0,0,0,0,9,10
14,6,0,0,8,1,2,260,50.001129999999996,14.56489,1,0,0,0,0,9,11
7,3,0,0,15,1,2,170,50.07803,14.438939999999999,0,0,0,0,0,8,9
4,6,0,0,13,1,1,110,50.0878,14.41639,0,0,0,0,0,8,6
14,6,0,0,0,1,0,197,50.11264,14.341079999999998,0,0,0,0,0,9,10
14,3,0,0,8,1,2,225,50.01683,14.3633,0,0,0,0,0,8,10
14,6,0,0,8,1,1,269,50.3863,13.18999,0,0,0,0,0,9,11
14,6,0,0,8,1,0,195,50.1124,14.34145,0,0,0,0,0,9,10
7,6,0,2000,0,1,0,118,50.08616,14.40794,1,0,0,0,0,8,7
5,6,0,0,14,1,2,177,50.07542,14.43808,0,0,0,0,0,8,9
7,6,0,0,14,0,1,170,50.07803,14.438939999999999,0,0,0,0,0,9,9
14,6,0,0,8,1,2,368,50.06577,14.511289999999999,0,0,0,0,0,8,13
3,6,0,0,11,0,0,46,49.22213,16.58754,1,0,0,0,0,2,2
4,6,0,0,16,0,2,62,50.00826,14.42714,0,0,0,0,0,2,3
2,2,0,0,15,0,2,48,50.10002,14.47069,0,0,0,0,0,2,2
2,3,0,0,16,0,2,52,50.0183,14.63296,0,0,0,0,0,2,2
5,6,0,0,12,0,1,90,49.20215,16.59437,0,0,0,0,0,2,5
3,6,0,0,3,0,2,40,50.02525,14.45135,0,0,0,0,0,2,1
5,3,0,0,13,0,2,67,50.0367,14.56279,0,0,0,0,0,2,4
3,3,0,0,11,0,2,49,50.06111,14.44372,0,0,0,0,0,2,2
2,6,0,0,11,0,2,61,50.08511,14.37023,0,0,0,0,0,2,3
1,6,0,0,11,0,2,38,50.09677,14.467670000000002,1,0,0,0,0,2,1
3,6,0,0,0,0,2,60,50.03877,14.331,1,0,0,0,0,3,3
5,6,0,0,11,0,2,70,50.07938,14.457729999999998,1,0,0,0,0,3,4
2,6,0,0,12,0,2,45,50.03835,14.59561,0,0,0,0,0,2,2
14,6,0,0,8,0,2,85,50.14574,14.448870000000001,0,0,0,0,0,3,5
2,6,0,0,0,0,2,63,50.04017,14.45384,1,0,0,0,0,2,3
3,6,0,0,11,0,2,53,50.0861,14.50305,0,0,0,0,0,3,2
5,6,0,0,8,0,1,89,50.01856,14.61695,0,0,0,0,0,3,5
2,6,0,0,13,0,2,56,50.089209999999994,14.346779999999999,0,0,0,0,0,2,3
3,6,0,0,12,0,2,48,50.059290000000004,14.328120000000002,1,0,0,0,0,2,2
5,6,10000,3500,9,0,2,76,49.95725,14.0521,0,0,0,0,0,1,4
15,2,20000,1200,0,0,2,27,49.84917,18.31168,0,0,0,0,0,0,0
5,2,21000,3500,12,0,2,57,50.620259999999995,13.611629999999998,0,0,0,0,0,1,3
4,6,20000,2000,8,0,0,69,49.71536,17.90831,0,0,0,0,0,1,4
2,6,17000,2500,16,0,2,62,49.60518,17.255589999999998,0,0,0,0,0,1,3
1,6,10000,1500,8,0,0,55,49.20896,16.63119,0,0,0,0,0,1,3
4,6,24000,4157,11,0,2,76,49.21164,16.684829999999998,0,0,0,0,0,2,4
0,6,10000,4000,18,0,2,49,49.96018,14.068610000000001,0,0,0,0,0,1,2
1,0,20000,2600,11,0,1,44,49.19432000000001,16.6417,0,0,0,0,0,1,2
1,2,24000,1500,17,0,2,25,50.05643,14.50024,0,0,0,0,0,2,0
1,6,10000,1000,8,0,0,35,49.21295,16.63447,0,0,0,0,0,1,1
0,6,12000,2200,18,0,2,33,49.5673,17.26181,0,0,0,0,0,1,1
3,2,30000,2518,0,0,2,41,50.03117,14.371620000000002,0,0,0,0,0,2,1
1,2,11500,2500,17,0,2,24,49.224740000000004,16.62509,0,0,0,0,0,1,0
2,3,40000,3700,12,0,2,80,49.20215,16.59437,0,0,0,0,0,2,4
4,6,26000,2595,8,0,1,65,50.20239,15.84646,0,0,0,0,0,2,3
2,6,0,0,0,0,1,50,49.27732,16.60947,0,0,0,0,0,1,2
2,5,11600,1000,18,0,2,80,50.34365,13.9583,0,0,0,0,0,0,4
3,0,0,2000,0,0,1,50,49.20895,16.79281,0,0,0,0,0,1,2
3,6,20000,3500,18,0,1,45,50.05363,14.36546,0,0,0,0,0,2,2
5,6,40000,3500,0,0,2,53,50.02536,14.45144,0,0,0,0,0,2,2
0,6,10000,2000,18,0,2,40,49.17327,16.57456,0,0,0,0,0,1,1
3,0,12500,2500,0,0,1,45,49.84496,18.30265,0,0,0,0,0,1,2
5,6,0,0,8,1,2,140,49.46573,17.983929999999994,0,0,0,0,0,1,8
14,6,9600,1700,18,0,2,25,49.82144,18.332160000000002,0,0,0,0,0,0,0
0,2,9500,3000,8,0,2,30,50.035740000000004,15.79558,0,0,0,0,0,0,0
8,1,0,600,0,0,1,132,49.16077,16.56687,0,0,0,0,0,0,7
6,6,2,5500,0,0,2,125,50.149809999999995,14.449629999999999,0,0,0,0,0,3,7
4,2,15000,3400,0,0,1,73,49.19679,16.54503,0,0,0,0,0,2,4
3,6,29000,2900,18,0,2,48,50.07727,14.469079999999998,0,0,0,0,0,2,2
6,6,30000,3000,8,0,2,100,49.93399,17.89029,0,0,0,0,0,2,6
15,2,0,0,0,0,1,20,50.22855,15.833570000000002,0,0,0,0,0,0,0
12,0,5000,0,0,0,1,49,50.07356,14.38724,0,0,0,0,0,1,2
3,2,0,2000,18,0,2,48,49.19876,16.634520000000002,0,0,0,0,0,2,2
1,6,19000,2314,13,0,2,23,50.025729999999996,14.43741,0,0,0,0,0,1,0
3,4,0,0,14,1,0,63,50.10306,14.448310000000001,0,0,0,0,0,3,3
0,6,0,1000,13,0,2,30,50.034459999999996,14.42155,0,0,0,0,0,1,0
4,6,0,0,11,1,2,65,49.37927,14.7035,1,0,0,0,0,1,3
0,1,0,0,15,1,2,39,49.74623,13.32937,0,0,0,0,0,1,1
14,6,0,0,18,1,0,250,50.00326,14.557739999999999,0,0,0,0,0,7,11
1,2,0,0,15,0,0,42,50.01864000000001,14.43709,0,0,0,0,0,2,1
4,6,0,0,13,0,1,70,50.03819,14.508779999999998,0,0,0,0,0,3,4
0,6,0,0,8,1,2,36,49.74321,18.62572,0,0,0,0,0,0,1
3,6,0,0,12,0,2,60,50.05743,14.435629999999998,0,0,0,0,0,2,3
3,6,16600,3400,0,0,1,39,50.04959,14.43459,0,0,0,0,0,2,1
0,6,9000,2500,0,0,0,38,49.22266,16.527520000000006,0,0,0,0,0,1,1
4,6,0,0,8,1,2,100,50.0699,14.3713,0,0,0,0,0,3,6
5,6,0,0,14,1,2,69,50.09577,14.360929999999998,1,0,0,0,0,2,4
1,6,0,0,4,1,0,31,50.68531,14.5232,0,0,0,0,0,1,1
3,6,0,0,12,1,1,40,50.11083,14.495999999999999,0,0,0,0,0,2,1
2,6,0,0,8,1,2,60,50.07253,14.473320000000001,0,0,0,0,0,2,3
1,1,0,0,12,1,2,19,49.188959999999994,16.591739999999998,0,0,0,0,0,1,0
2,6,0,0,8,1,2,69,50.59772,13.61161,0,0,0,0,0,1,4
3,6,0,0,8,0,1,50,49.20583,16.60278,0,0,0,0,0,2,2
3,6,0,0,0,1,2,74,49.96342,17.60569,0,0,0,0,0,1,4
3,2,20000,3500,18,0,1,50,49.1422,16.82764,0,0,0,0,0,1,2
2,6,0,0,8,0,1,53,50.12121,15.90436,0,0,0,0,0,1,2
0,6,0,0,8,1,2,36,50.50134,13.63916,0,0,0,0,0,1,1
3,6,0,0,8,1,2,43,49.960409999999996,14.064060000000001,0,0,0,0,0,1,1
4,6,0,0,11,1,2,60,50.05161,14.437439999999999,0,0,0,0,0,3,3
1,6,0,0,12,1,2,30,49.22145,16.53046,0,0,0,0,0,1,0
3,1,0,0,12,0,1,70,50.06893,14.369110000000001,0,0,0,0,0,3,4
2,6,0,0,8,0,0,54,50.10438,14.52868,0,0,0,0,0,2,2
5,6,0,0,13,0,1,100,50.0749,14.50844,0,0,0,0,0,4,6
3,6,0,0,8,1,2,54,50.045,14.33896,0,0,0,0,0,3,2
3,1,0,0,11,0,0,55,49.56825,17.24609,0,0,0,0,0,2,3
4,6,0,0,11,1,2,76,50.66918,14.02775,0,0,0,0,0,1,4
5,6,0,0,8,1,2,60,50.0605,14.43426,0,0,0,0,0,2,3
1,6,0,0,15,1,0,36,50.09695,14.46521,0,0,0,0,0,2,1
2,6,13000,3000,0,0,2,53,49.25139,16.62325,0,0,0,0,0,1,2
4,6,0,0,11,1,2,74,49.98512,16.9657,0,0,0,0,0,1,4
3,6,20800,3300,18,0,2,50,50.06088,14.27915,0,0,0,0,0,3,2
3,6,0,0,11,0,2,40,50.04945,14.43465,0,0,0,0,0,2,1
3,6,0,0,0,0,2,47,50.066759999999995,14.43402,0,0,0,0,0,3,2
1,6,0,0,13,1,2,29,50.07172,14.455520000000002,0,0,0,0,0,1,0
1,2,15000,2000,17,0,2,30,50.10399,14.50801,0,0,0,0,0,2,0
2,6,0,0,8,1,1,51,50.06505,14.456970000000002,0,0,0,0,0,2,2
4,6,0,0,2,0,2,74,50.04638,15.756820000000001,0,0,0,0,0,1,4
5,6,0,0,6,1,1,69,50.04169,15.74944,0,0,0,0,0,2,4
0,6,0,0,0,1,2,40,48.83687000000001,16.28876,0,0,0,0,0,0,1
3,6,0,0,0,1,2,54,49.93735,14.376079999999998,0,0,0,0,0,2,2
1,3,0,0,11,1,2,38,49.45497,17.44578,1,0,0,0,0,1,1
14,6,0,0,8,1,2,235,50.13818,14.34198,0,0,0,0,0,9,11
7,6,0,0,13,1,2,157,50.07673,14.43506,0,0,0,0,0,9,8
5,6,0,0,14,1,1,124,50.07101,14.44731,0,0,0,0,0,7,7
14,6,0,0,8,1,2,500,50.64008,13.7051,0,0,0,0,0,8,14
5,6,0,0,8,1,1,117,50.07837,14.44483,0,0,0,0,0,7,7
5,6,0,0,14,1,2,127,50.07642,14.415820000000002,0,0,0,0,0,9,7
5,6,0,0,12,1,1,105,50.06679000000001,14.423470000000002,0,0,0,0,0,8,6
5,6,0,0,16,0,2,135,50.09165,14.42735,0,0,0,0,0,8,8
14,6,0,0,8,1,2,289,50.03179,14.54083,1,0,0,0,0,9,12
5,6,0,0,14,0,0,147,50.07859000000001,14.449979999999998,0,0,0,0,0,9,8
8,6,0,0,0,0,2,159,50.07639,14.40835,0,0,0,0,0,9,9
4,6,0,0,12,1,1,125,50.09017,14.4213,1,0,0,0,0,8,7
4,6,0,0,11,1,0,181,50.079409999999996,14.40795,0,0,0,0,0,8,9
6,6,0,0,8,1,2,152,50.08884000000001,14.419979999999999,1,0,0,0,0,8,8
14,6,0,0,8,1,2,230,50.09399000000001,14.538670000000002,0,0,0,0,0,8,11
5,6,0,0,13,1,2,95,50.04884000000001,14.429170000000001,0,0,0,0,0,8,5
6,6,0,0,8,1,1,110,50.10034,14.40375,0,0,0,0,0,8,6
14,6,0,7000,18,1,2,180,50.129690000000004,14.33831,0,0,0,0,0,8,9
14,6,0,0,8,0,2,267,50.00564,14.581470000000001,1,0,0,0,0,9,11
14,6,0,0,8,1,2,360,50.0127,14.38075,0,0,0,0,0,8,13
12,6,0,65000,8,1,2,198,50.10964,14.383270000000001,1,0,0,0,0,9,10
9,3,0,0,12,0,1,240,50.099709999999995,14.43397,0,0,0,0,0,9,11
14,6,0,50000,8,1,2,200,49.99562,14.467839999999999,0,0,0,0,0,7,10
6,6,0,0,11,1,2,181,50.07979,14.407929999999999,0,0,0,0,0,8,9
14,0,0,60000,8,1,1,181,50.12738,14.386439999999999,0,0,0,0,0,9,9
8,6,0,0,14,1,1,180,50.10068,14.422260000000001,0,0,0,0,0,7,9
9,6,0,0,14,1,0,220,50.07833,14.44241,0,0,0,0,0,9,10
14,2,0,0,8,0,1,300,50.0703,14.316220000000001,1,0,0,0,0,9,12
7,6,0,6000,14,1,1,170,50.07803,14.438939999999999,0,0,0,0,0,8,9
14,6,0,14000,18,1,2,400,49.93683,14.517929999999998,1,0,0,0,0,9,13
5,6,0,0,14,1,2,147,50.07859000000001,14.449979999999998,0,0,0,0,0,9,8
14,6,0,12000,18,1,2,196,50.11101,14.34503,0,0,0,0,0,9,10
7,3,0,0,14,1,2,170,50.0796,14.434729999999998,0,0,0,0,0,8,9
8,6,0,0,8,1,2,150,50.07279000000001,14.42927,0,0,0,0,0,7,8
14,6,0,5000,18,1,2,400,49.93622,14.512770000000002,0,0,0,0,0,9,13
7,6,0,0,13,1,2,147,50.07463,14.4036,0,0,0,0,0,7,8
6,6,0,0,8,1,0,159,50.077059999999996,14.40829,1,0,0,0,0,8,9
7,6,0,7000,14,1,0,143,50.08574,14.43169,0,0,0,0,0,8,8
4,6,0,0,12,1,1,115,50.08597,14.43578,0,0,0,0,0,8,7
4,6,0,0,12,0,1,115,50.08597,14.43578,0,0,0,0,0,8,7
4,6,0,0,11,1,1,110,50.08826,14.409310000000001,0,0,0,0,0,8,6
4,6,0,0,0,0,1,125,50.07023,14.43936,0,0,0,0,0,7,7
15,6,8000,3500,3,0,2,23,49.22368,16.621779999999998,0,0,0,0,0,0,0
3,2,20000,1200,18,0,2,32,49.84917,18.31168,0,0,0,0,0,0,1
