Cena,Další vybavení,Dispozice,Druh,Energetická náročnost budovy,K nastěhování,Kauce,Měsíční poplatky,Podlaží,Poznámka,Pronájem přidán,Provize realitní kanceláře,Vybavený,Výměra,data-id,data-idx,geo-lat,geo-lng,id
26 000 Kč/měsíc,Sklep,4+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, 26000 + služby 6.000 Kč,před 8 hodinami,Ano,Úplně,116 m2,3072584,19,49.84637,18.289479999999998,#offer-19
27 000 Kč/měsíc,Balkón,3+kk,Pronájem,G - Mimořádně nehospodárná,,,27 000 Kč/měsíc,," + záloha na energie, + kauce 2x nájem + provize RK",před 11 dny,Info u RK,Úplně,85 m2,3056147,2,50.0758,14.362589999999999,#offer-2
26 000 Kč/měsíc,Sklep,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro," + 7000,- poplatky včetně garáže",před dnem,Info u RK,Úplně,108 m2,3069521,4,50.10295,14.529779999999999,#offer-4
26 100 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, + poplatky 5000 Kč,před dnem,Info u RK,Částečně,87 m2,3069550,5,50.072540000000004,14.407420000000002,#offer-5
26 500 Kč/měsíc,Balkón,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,6. patro," vratná kauce: 27 865 Kč, náklady na bydlení: 3 356 Kč + rezervační poplatek",před 12 dny,,Částečně,81 m2,3060043,10,50.1066,14.454260000000001,#offer-10
27 000 Kč/měsíc,Balkón,dům,Pronájem,B - Velmi úsporná,,,,3. patro," Poplatky: 1000  Kč;  + el, + plyn, kauce 30 000 Kč , provize 32 670 Kč",před 22 dny,Info u RK,Vůbec,131 m2,3059897,17,50.075540000000004,14.4378,#offer-17
27 000 Kč/měsíc,,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,6. patro, Poplatky 3500 Kč měsíčně.,před měsícem,Info u RK,Vůbec,49 m2,3051152,19,50.075829999999996,14.415920000000002,#offer-19
28 000 Kč/měsíc,Sklep,3+1,Pronájem,D - Méně úsporná,,,4 000 Kč/měsíc,3. patro, garáž v ceně,před 9 dny,Info u RK,Úplně,140 m2,3065835,3,50.08824,14.337629999999999,#offer-3
28 000 Kč/měsíc,Sklep,4+kk,Pronájem,D - Méně úsporná,,,,2. patro," + zálohy na služby 4.000,-Kč + vlastní spotřeba elektřiny, garážové stání 1.500,-Kč",před 21 dny,Ano,Úplně,101 m2,3060588,5,50.088429999999995,14.469029999999998,#offer-5
29 000 Kč/měsíc,"Pračka, Myčka, Lednice, Sklep, Balkón",3+kk,Pronájem,B - Velmi úsporná,Ihned,29 000 Kč,5 000 Kč/měsíc,7. patro,,před měsícem,Bez provize,Úplně,87 m2,3054373,0,50.108509999999995,14.47528,#offer-0
29 000 Kč/měsíc,Balkón,4+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," poplatky 5.000,-; kauce; provize RK",před 10 dny,Info u RK,Částečně,120 m2,3065226,3,50.03733,14.419379999999999,#offer-3
30 000 Kč/měsíc,"Pračka, Myčka, Lednice, Balkón",3+kk,Pronájem,C - Úsporná,Ihned,36 000 Kč,35 000 Kč/měsíc,3. patro,,před 2 měsíci,Ano,Úplně,69 m2,3041651,11,50.05634000000001,14.380989999999999,#offer-11
29 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,5. patro," + poplatky 3500,-Kč/2os. + vratná kauce + provize RK",před 2 měsíci,Ano,Částečně,100 m2,3045165,13,50.072379999999995,14.4435,#offer-13
29 000 Kč/měsíc,"Sklep, Balkón",3+kk,Pronájem,B - Velmi úsporná,,,3 689 Kč/měsíc,3. patro, + zúčtovatelné poplatky 3689 Kč + el. energie,před 4 měsíci,Info u RK,Částečně,86 m2,3000120,18,49.97726,14.333210000000001,#offer-18
30 000 Kč/měsíc,,5+1,Pronájem,G - Mimořádně nehospodárná,,,6 000 Kč/měsíc,3. patro, plus zálohy na spotřeby / plus advance consumption,před 2 dny,Info u RK,Úplně,150 m2,2480502,5,50.081720000000004,14.35418,#offer-5
29 000 Kč/měsíc,"Sklep, Balkón",3+kk,Pronájem,B - Velmi úsporná,,,29 000 Kč/měsíc,," + provize RK ve výši jednoho nájmu + kauce 29.000,- Kč + zúčtovatelné poplatky vč. elektřiny 5.000,- Kč",před 4 dny,Info u RK,Úplně,104 m2,3068202,6,50.108509999999995,14.47528,#offer-6
29 000 Kč/měsíc,"Sklep, Balkón",3+kk,Pronájem,D - Méně úsporná,,,,1. patro, +popl. 4500,před 8 dny,Info u RK,Částečně,150 m2,3066274,7,50.129490000000004,14.444579999999998,#offer-7
30 000 Kč/měsíc,"Sklep, Balkón",3+1,Pronájem,G - Mimořádně nehospodárná,,,30 000 Kč/měsíc,,,před 13 dny,Info u RK,Vůbec,100 m2,3064460,10,50.070640000000004,14.408,#offer-10
30 000 Kč/měsíc,,dům,Pronájem,C - Úsporná,,,30 000 Kč/měsíc,,,před 11 dny,Info u RK,Částečně,767 m2,3058454,11,50.057159999999996,14.57705,#offer-11
29 000 Kč/měsíc,Balkón,3+kk,Pronájem,D - Méně úsporná,,,,4. patro,,před dnem,Info u RK,Částečně,90 m2,3069674,12,50.079809999999995,14.44595,#offer-12
29 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,5. patro, + poplatky,před 7 dny,Info u RK,Částečně,86 m2,3066511,14,50.077729999999995,14.43781,#offer-14
30 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,6. patro," + poplatky (elektřina a plyn, odvoz odpadu, vodné a stočné) odhad 3.000 Kč/měs.",před 5 hodinami,Info u RK,Úplně,120 m2,3065392,17,50.08517,14.421489999999999,#offer-17
30 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, + 650/osoba služby + elektřina a plyn,před 9 dny,Info u RK,Částečně,106 m2,3065337,18,50.09967,14.433010000000001,#offer-18
30 000 Kč/měsíc,Balkón,3+kk,Pronájem,G - Mimořádně nehospodárná,,,5 000 Kč/měsíc,4. patro, + poplatky 5 000 Kč + elektřina a plyn,před 13 dny,Info u RK,Úplně,89 m2,3064463,19,50.05634000000001,14.380989999999999,#offer-19
31 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro, Neplatíte provizi.,před 8 dny,Info u RK,Částečně,65 m2,1684760,4,50.089859999999994,14.42866,#offer-4
31 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro, poplatky 5000 Kč + parkovací místo 2000Kč//měsíc,před 21 dny,Info u RK,Částečně,65 m2,3060453,5,50.089859999999994,14.42866,#offer-5
33 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, + poplatky,před 5 dny,Info u RK,Částečně,125 m2,3067826,1,50.077870000000004,14.425239999999999,#offer-1
32 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,6. patro, + poplatky + provize RK,před 8 dny,Info u RK,Částečně,101 m2,3066012,2,50.0998,14.427439999999999,#offer-2
32 500 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," +3500,- Kč pop. za služby + 2600,- Kč energie, bez provize RK!",před 17 dny,Info u RK,Úplně,103 m2,3062192,5,50.077909999999996,14.44082,#offer-5
32 500 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, + poplatky,před 16 dny,Info u RK,Úplně,103 m2,3062836,6,50.077909999999996,14.441729999999998,#offer-6
32 500 Kč/měsíc,,3+1,Pronájem,E - Nehospodárná,,,,2. patro," neplatíte provizi RK,",před 16 dny,Info u RK,Částečně,103 m2,2347794,7,50.077909999999996,14.441729999999998,#offer-7
32 000 Kč/měsíc,Sklep,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," + energie (cca 2000,-)",před měsícem,Info u RK,Vůbec,95 m2,3055447,9,50.091229999999996,14.422170000000001,#offer-9
32 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro, Kauce ve výši dvou měsíčních nájmů + provize RK ve výši jednoho měsíčního nájmu. Poplatky 3800 + El.,před měsícem,Ano,Částečně,100 m2,3052584,10,50.08185,14.419120000000001,#offer-10
32 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,5. patro, + 700/os + plyn a el.,před 7 měsíci,Info u RK,Částečně,140 m2,2904829,14,50.072559999999996,14.41017,#offer-14
32 500 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro, + poplatky 3.500 Kč + 2.600 kč,před 17 dny,Info u RK,Částečně,103 m2,3062185,19,50.077909999999996,14.441729999999998,#offer-19
32 000 Kč/měsíc,,2+kk,Pronájem,C - Úsporná,,,,6. patro, + popl. 1800.0 USD,před 15 hodinami,Info u RK,Úplně,110 m2,3070249,2,50.101009999999995,14.40463,#offer-2
32 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro, + služby,před dnem,Info u RK,Úplně,87 m2,3069524,3,50.0058,14.431289999999999,#offer-3
32 000 Kč/měsíc,,dům,Pronájem,G - Mimořádně nehospodárná,,,,," + 5.000,- Kč poplatky",před 14 dny,Info u RK,Úplně,232 m2,2710582,6,50.10449000000001,13.733929999999999,#offer-6
32 000 Kč/měsíc,Sklep,3+1,Pronájem,G - Mimořádně nehospodárná,,,3 800 Kč/měsíc,," +kauce, +provize, +poplatky",před 11 dny,Info u RK,Částečně,100 m2,3053132,7,50.08025,14.419839999999999,#offer-7
32 500 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," + energie dle reálné spotřeby (cca 2 600,-)
+ domovní služby 3 500,-",před 16 dny,Info u RK,Úplně,103 m2,2353420,9,50.077909999999996,14.441729999999998,#offer-9
32 500 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," Domovní poplatky 3.500 Kč, energie 2.600 Kč",před 17 dny,Info u RK,Úplně,103 m2,2347379,10,50.077909999999996,14.441729999999998,#offer-10
33 000 Kč/měsíc,,4+kk,Pronájem,D - Méně úsporná,,,,1. patro," + zálohy na energie a služby 6.000,-Kč/měsíc, kauce, provize",před 15 dny,Info u RK,Částečně,163 m2,3063054,12,50.034459999999996,14.42155,#offer-12
32 500 Kč/měsíc,Sklep,3+1,Pronájem,D - Méně úsporná,,,,1. patro," + poplatky 3500,- Kč",před 17 dny,Info u RK,Částečně,103 m2,3062191,14,50.077909999999996,14.441729999999998,#offer-14
33 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, + poplatky,před 5 dny,Info u RK,Částečně,125 m2,3067826,0,50.077870000000004,14.425239999999999,#offer-0
35 000 Kč/měsíc,,3+kk,Pronájem,C - Úsporná,,,,2. patro," + poplatky, 5000 Kč + elektřina",před 5 hodinami,Info u RK,Částečně,103 m2,3067195,3,50.1134,14.379660000000001,#offer-3
36 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," služby 3.000,-/měsíc + zálohy na energie 2.000,-/os/měsíc",před měsícem,Info u RK,Úplně,85 m2,3053815,5,50.07205,14.441429999999999,#offer-5
35 000 Kč/měsíc,,4+kk,Pronájem,G - (neuvedeno),,,,4. patro," poplatky včetně tepla 5100, 2x kauce, provize RK",před 3 dny,Ano,Úplně,90 m2,3068429,15,50.08664,14.447339999999999,#offer-15
35 000 Kč/měsíc,Balkón,3+kk,Pronájem,C - Úsporná,,,,,,před 11 dny,Info u RK,Částečně,87 m2,3049389,18,50.05634000000001,14.380989999999999,#offer-18
35 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,, + provize RK,před 11 dny,Info u RK,Vůbec,82 m2,3049390,19,50.097970000000004,14.39735,#offer-19
35 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro, Poplatky 600 Kč/os. + převod energií,před 8 dny,Info u RK,Částečně,105 m2,3065891,0,50.07377,14.409410000000001,#offer-0
35 000 Kč/měsíc,Balkón,dům,Pronájem,G - Mimořádně nehospodárná,,,,,,před 15 dny,Info u RK,Úplně,159 m2,3062942,1,49.968759999999996,14.39359,#offer-1
35 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro, + přepis energií na nájemce + vratná jistota + provize RK,před 13 dny,Ano,Částečně,105 m2,3064205,2,50.073159999999994,14.40969,#offer-2
36 000 Kč/měsíc,,3+kk,Pronájem,G - (neuvedeno),,,,3. patro, Poplatky: 4 000 Kč/měsíc,před 6 dny,Ano,Úplně,130 m2,3060124,4,50.09142,14.432229999999999,#offer-4
35 000 Kč/měsíc,,4+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro, 650 Kč/osoba + spotřeba elektřiny a plynu v bytě,před 6 dny,Info u RK,Částečně,133 m2,2995564,6,50.077490000000004,14.40121,#offer-6
35 000 Kč/měsíc,,3+1,Pronájem,G - (neuvedeno),,,,4. patro," , 600 Kč/os./měs. + el. a plyn",před měsícem,Ano,Částečně,106 m2,3056272,7,50.07533,14.424539999999999,#offer-7
35 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro," + 600.-/os + elektřina, plyn",před 13 dny,Info u RK,Částečně,105 m2,3064428,10,50.073159999999994,14.40969,#offer-10
35 000 Kč/měsíc,Balkón,2+1,Pronájem,G - (neuvedeno),,,,4. patro," +  7.000,-Kč (včetně záloh na elektřinu, vodu a plyn)",před měsícem,Info u RK,Částečně,113 m2,2876386,14,50.07557,14.449620000000001,#offer-14
35 000 Kč/měsíc,,4+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro," + 600.-/os + elektřina, plyn",před měsícem,Info u RK,Částečně,105 m2,3057494,18,50.07539000000001,14.423010000000001,#offer-18
36 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," služby 3.000,-/měsíc + zálohy na energie 2.000,-/os/měsíc",před měsícem,Info u RK,Úplně,85 m2,3053815,1,50.07205,14.441429999999999,#offer-1
38 000 Kč/měsíc,"Sklep, Balkón",4+kk,Pronájem,G - Mimořádně nehospodárná,,,,5. patro,,před 24 dny,Ano,Částečně,120 m2,3058326,4,50.09479,14.349839999999999,#offer-4
38 000 Kč/měsíc,,4+1,Pronájem,G - Mimořádně nehospodárná,,,,4. patro, + služby 1500 Kč/os. + elektrřina a plyn na vlastní náklady,před 2 měsíci,Info u RK,Úplně,110 m2,3046175,5,50.08757,14.415470000000001,#offer-5
38 000 Kč/měsíc,"Sklep, Balkón",4+kk,Pronájem,G - Mimořádně nehospodárná,,,0 Kč/měsíc,5. patro, včetně poplatků,před 12 dny,Info u RK,Částečně,100 m2,3064572,7,50.09478,14.349739999999999,#offer-7
38 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,,,před 11 dny,Info u RK,Částečně,78 m2,3055011,8,50.083729999999996,14.430270000000002,#offer-8
38 000 Kč/měsíc,Balkón,2+1,Pronájem,D - Méně úsporná,,,,6. patro, Poplatky: 4 000 Kč/měsíc,před 6 dny,Ano,Úplně,88 m2,3053180,9,50.08594,14.429829999999999,#offer-9
37 000 Kč/měsíc,,3+1,Pronájem,G - (neuvedeno),,,,5. patro, + poplatky fixní včetně internetu a TV,před 6 dny,Ano,Úplně,150 m2,3067299,11,50.080009999999994,14.41505,#offer-11
38 000 Kč/měsíc,,dům,Pronájem,C - Úsporná,,,,," + služby, + provize, včetně právního servisu",před měsícem,Ano,Částečně,185 m2,3049508,12,50.10255,14.562660000000001,#offer-12
38 000 Kč/měsíc,,3+kk,Pronájem,C - Úsporná,,,,4. patro," + poplatky 7000,-Kč/dvě osoby",před měsícem,Info u RK,Úplně,85 m2,3056820,15,50.07403,14.440710000000001,#offer-15
37 500 Kč/měsíc,Balkón,2+kk,Pronájem,G - Mimořádně nehospodárná,,,0 Kč/měsíc,4. patro,,před 6 měsíci,Info u RK,Úplně,80 m2,1613684,18,50.075340000000004,14.45631,#offer-18
38 000 Kč/měsíc,Balkón,dům,Pronájem,C - Úsporná,,,,," Vyúčtovatelné poplatky 5000,-, kauce 76000,-.",před 3 měsíci,Info u RK,Úplně,170 m2,3023592,19,50.14411,14.323870000000001,#offer-19
38 000 Kč/měsíc,,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,5. patro, Poplatky 4 500 Kč,před rokem,Info u RK,Vůbec,90 m2,2575133,3,50.08983,14.418239999999999,#offer-3
39 800 Kč/měsíc,,2+kk,Pronájem,G - (neuvedeno),,,,2. patro,,před 18 hodinami,Info u RK,Úplně,90 m2,3070139,3,50.078759999999996,14.452,#offer-3
40 000 Kč/měsíc,,3+1,Pronájem,G - (neuvedeno),,,,1. patro," , cca 6000 Kč",před 10 dny,Info u RK,Částečně,100 m2,3064119,5,50.07009,14.414779999999999,#offer-5
40 000 Kč/měsíc,Sklep,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,5. patro," vratná kauce: 48 000 Kč, náklady na bydlení: 3000 Kč + rezervační poplatek3",před měsícem,,Částečně,99 m2,3051049,6,50.075379999999996,14.44994,#offer-6
40 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,5. patro," služby 3.000,-/měsíc + zálohy na spotřebu energií, jistota 1 nájem",před 2 měsíci,Info u RK,Úplně,93 m2,2857590,7,50.07205,14.441429999999999,#offer-7
39 000 Kč/měsíc,Balkón,2+1,Pronájem,G - (neuvedeno),,,,3. patro," + poplatky 5000 Kč včetně energií (zúčtovatelné), vratná kauce 40 000 Kč, provize RK + DPH",před 5 měsíci,Info u RK,Úplně,92 m2,2974430,12,50.07445,14.448920000000001,#offer-12
41 000 Kč/měsíc,,4+1,Pronájem,G - (neuvedeno),,,,3. patro, + poplatky,před 5 hodinami,Info u RK,Částečně,129 m2,3068220,2,50.104440000000004,14.40939,#offer-2
41 000 Kč/měsíc,,4+1,Pronájem,G - Mimořádně nehospodárná,,,4 000 Kč/měsíc,3. patro, + poplatky,před 2 měsíci,Info u RK,Částečně,129 m2,3037129,9,50.104440000000004,14.40939,#offer-9
40 000 Kč/měsíc,Balkón,4+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro," + 7.000,- veškeré energie včetně elektřiny, 1x kauce a provize",před 4 měsíci,Info u RK,Částečně,140 m2,3002402,12,50.090070000000004,14.36607,#offer-12
40 000 Kč/měsíc,"Sklep, Balkón",3+kk,Pronájem,C - Úsporná,,,7 000 Kč/měsíc,5. patro, plus zálohy na spotřeby / plus advance consumption,před 4 dny,Info u RK,Úplně,128 m2,2474437,13,50.070409999999995,14.402079999999998,#offer-13
41 000 Kč/měsíc,"Sklep, Balkón",3+kk,Pronájem,G - Mimořádně nehospodárná,,,9 000 Kč/měsíc,3. patro, + zálohy na energie 4000 Kč + 5000 Kč služby,před 2 lety,Info u RK,Částečně,110 m2,2339134,18,50.116170000000004,14.420060000000001,#offer-18
40 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,1. patro, + poplatky 1284 Kč + energie 4000 Kč,před 2 lety,Info u RK,Vůbec,76 m2,2197231,5,50.081309999999995,14.40586,#offer-5
40 000 Kč/měsíc,Sklep,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,1. patro, + poplatky 3000 Kč/měs.,před 7 měsíci,Info u RK,Úplně,76 m2,2456996,6,50.081309999999995,14.40586,#offer-6
43 000 Kč/měsíc,"Sklep, Balkón",4+kk,Pronájem,G - Mimořádně nehospodárná,,,,7. patro, + 2500 Kč poplatky,před 8 dny,Info u RK,Vůbec,154 m2,3066341,0,50.076859999999996,14.45623,#offer-0
42 999 Kč/měsíc,,4+1,Pronájem,G - Mimořádně nehospodárná,,,,1. patro," + 550,- Kč služby/osoba + převod energií",před měsícem,Info u RK,Vůbec,130 m2,3052365,2,50.08784,14.415320000000001,#offer-2
42 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,1. patro, Poplatky 2 400 Kč / měsíc,před 10 měsíci,Info u RK,Úplně,103 m2,2810885,11,50.077490000000004,14.4375,#offer-11
42 000 Kč/měsíc,Sklep,5+kk,Pronájem,D - Méně úsporná,,,,6. patro,,před 3 měsíci,Info u RK,Úplně,166 m2,3023491,14,50.07343,14.446670000000001,#offer-14
42 000 Kč/měsíc,,2+kk,Pronájem,G - Mimořádně nehospodárná,,,4 000 Kč/měsíc,4. patro, + poplatky 4 000 Kč vč internetu,před 2 lety,Info u RK,Úplně,100 m2,2438589,16,50.098929999999996,14.39437,#offer-16
44 000 Kč/měsíc,,3+kk,Pronájem,D - Méně úsporná,,,,6. patro,,před 7 dny,Info u RK,Částečně,137 m2,3066599,1,50.07803,14.438939999999999,#offer-1
44 000 Kč/měsíc,,4+kk,Pronájem,G - Mimořádně nehospodárná,,,,6. patro, + poplatky,před 21 dny,Info u RK,Úplně,173 m2,3060686,2,50.07803,14.438939999999999,#offer-2
44 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,6 000 Kč/měsíc,6. patro,,před 7 dny,Info u RK,Úplně,137 m2,3066622,3,50.07803,14.438939999999999,#offer-3
44 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,7. patro, + poplatky 6000 Kč měsíčně,před 2 dny,Info u RK,Částečně,137 m2,3069041,4,50.07803,14.438939999999999,#offer-4
44 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro," + 750 Kč/os + elektřina, plyn",před 14 dny,Info u RK,Částečně,130 m2,986180,8,50.08294,14.419179999999999,#offer-8
44 000 Kč/měsíc,Balkón,3+1,Pronájem,G - Mimořádně nehospodárná,,,,3. patro,,před 13 dny,Info u RK,Částečně,130 m2,3064349,9,50.08294,14.419179999999999,#offer-9
44 000 Kč/měsíc,,2+1,Pronájem,G - (neuvedeno),,,,5. patro, + 4800.-,před 6 měsíci,Info u RK,Částečně,80 m2,1498045,16,50.08915,14.418610000000001,#offer-16
46 000 Kč/měsíc,Balkón,dům,Pronájem,D - Méně úsporná,,,,," Poplatky za energie 8.000 Kč, jistina (kauce) 100.000 Kč.",před 8 dny,Ano,Částečně,258 m2,3066345,1,50.004709999999996,14.56052,#offer-1
45 000 Kč/měsíc,"Pračka, Lednice",5+kk,Pronájem,C - Úsporná,Ihned,52 000 Kč,6 500 Kč/měsíc,3. patro,,před 21 dny,Ano,Částečně,131 m2,3060034,4,50.0609,14.391670000000001,#offer-4
45 000 Kč/měsíc,Balkón,5+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro, + 1200/os + plyn a el.,před 2 měsíci,Info u RK,Vůbec,135 m2,3046739,5,50.090270000000004,14.419629999999998,#offer-5
45 000 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro," + záloha na energie a služby 5.000,- Kč",před 2 měsíci,Ano,Úplně,90 m2,3036440,6,50.072359999999996,14.44224,#offer-6
45 000 Kč/měsíc,,3+1,Pronájem,G - (neuvedeno),,,,3. patro," + poplatky Kč 1.500,- + provize RK",před měsícem,Info u RK,Částečně,107 m2,3057028,9,50.075959999999995,14.41969,#offer-9
45 000 Kč/měsíc,,4+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro, Neplatíte provizi. Kompletně luxusně zařízené.,před 8 měsíci,Info u RK,Částečně,107 m2,2535497,10,50.089859999999994,14.42866,#offer-10
45 000 Kč/měsíc,Balkón,4+1,Pronájem,G - Mimořádně nehospodárná,,,,4. patro," 2 měsíční kauce, provize 24000 Kč",před 4 měsíci,Ano,Částečně,130 m2,2996438,11,50.090270000000004,14.419629999999998,#offer-11
45 000 Kč/měsíc,Balkón,dům,Pronájem,C - Úsporná,,,45 000 Kč/měsíc,,,před 11 dny,Info u RK,Částečně,1086 m2,3054631,14,50.14427,14.312429999999999,#offer-14
46 000 Kč/měsíc,Balkón,dům,Pronájem,D - Méně úsporná,,,,," Poplatky za energie 8.000 Kč, jistina (kauce) 100.000 Kč.",před 8 dny,Ano,Částečně,258 m2,3066345,0,50.004709999999996,14.56052,#offer-0
47 000 Kč/měsíc,Balkón,dům,Pronájem,G - Mimořádně nehospodárná,,,,,,před 11 dny,Info u RK,Vůbec,652 m2,3049857,2,49.870870000000004,18.25924,#offer-2
46 000 Kč/měsíc,Balkón,3+kk,Pronájem,G - (neuvedeno),,,,2. patro, + cca 3000 CZK,před měsícem,Info u RK,Částečně,98 m2,2851865,4,50.075959999999995,14.41969,#offer-4
46 500 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,5. patro, Poplatky: 4 500 Kč + převod elektřiny na nájemce,před 3 měsíci,Info u RK,Vůbec,126 m2,3031837,5,50.079370000000004,14.4356,#offer-5
46 000 Kč/měsíc,Balkón,dům,Pronájem,C - Úsporná,,,,," Vyúčtovatelné poplatky 8500,-. Kauce 92000,-.",před 5 měsíci,Info u RK,Částečně,196 m2,2572590,8,50.14437,14.324029999999999,#offer-8
46 450 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," služby a zálohy na energie 7.000,-/měsíc, kauce 2 nájmy",před 2 lety,Info u RK,Částečně,94 m2,2427884,9,50.080459999999995,14.43821,#offer-9
46 450 Kč/měsíc,Balkón,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, + 5000 poplatky + 2000 služby + 3000 garáž,před měsícem,Info u RK,Částečně,91 m2,1473445,10,50.080459999999995,14.43821,#offer-10
47 000 Kč/měsíc,Balkón,5+kk,Pronájem,G - (neuvedeno),,,,4. patro," + poplatky 7 500,- + el. na nájemce.",před 2 měsíci,Info u RK,Částečně,138 m2,3046300,13,50.060320000000004,14.390429999999999,#offer-13
47 990 Kč/měsíc,,dům,Pronájem,G - Mimořádně nehospodárná,,,,Přízemí," + poplatky 5 000,-Kč",před dnem,Info u RK,Vůbec,250 m2,3069497,0,50.00326,14.557739999999999,#offer-0
48 000 Kč/měsíc,,4+1,Pronájem,G - Mimořádně nehospodárná,,,,4. patro," + poplatky 2.800 Kč + 2x kauce + provize RK, převod el. a plynu na nájemce",před 2 měsíci,Info u RK,Úplně,126 m2,3032810,2,50.07208,14.437320000000001,#offer-2
48 000 Kč/měsíc,,dům,Pronájem,G - (neuvedeno),,,,," + poplatky 5000 Kč, včetně provize RK",před 4 měsíci,Info u RK,Částečně,240 m2,3009814,3,50.001709999999996,14.560310000000001,#offer-3
47 000 Kč/měsíc,Balkón,dům,Pronájem,G - Mimořádně nehospodárná,,,,,,před 11 dny,Info u RK,Vůbec,652 m2,3049857,4,49.870870000000004,18.25924,#offer-4
48 000 Kč/měsíc,,dům,Pronájem,G - Mimořádně nehospodárná,,,55 000 Kč/měsíc,," + provize RK, 1x kauce, poplatky 6000 Kč",před 11 dny,Info u RK,Vůbec,639 m2,3024165,5,50.00326,14.557739999999999,#offer-5
48 000 Kč/měsíc,Sklep,3+kk,Pronájem,G - Mimořádně nehospodárná,,,10 000 Kč/měsíc,1. patro, poplatky 10 000 Kč,před 3 lety,Info u RK,Částečně,145 m2,1613627,6,50.116170000000004,14.420060000000001,#offer-6
48 000 Kč/měsíc,Sklep,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,1. patro, Poplatky 10 000 Kč měsíčně.,před 4 měsíci,Info u RK,Vůbec,145 m2,2999751,7,50.11602,14.419210000000001,#offer-7
48 000 Kč/měsíc,,dům,Pronájem,C - Úsporná,,,,Přízemí," + poplatky 5000,- Kč",před rokem,Info u RK,Vůbec,200 m2,2744696,8,50.00326,14.557739999999999,#offer-8
