Cena,Další vybavení,Dispozice,Druh,Energetická náročnost budovy,K nastěhování,Kauce,Měsíční poplatky,Podlaží,Poznámka,Pronájem přidán,Provize realitní kanceláře,Vybavený,Výměra,data-id,data-idx,geo-lat,geo-lng,id
7 000 Kč/měsíc,,1+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," 1 000,- záloha na služby",před dnem,Info u RK,Částečně,21 m2,3069232,10,48.95528,14.4675,#offer-10
58 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,4. patro, + poplatky,před dnem,Info u RK,Úplně,144 m2,3069357,9,50.0784,14.441070000000002,#offer-9
15 000 Kč/měsíc,"Sklep, Balkón",2+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro," vratná kauce: 18450  Kč, náklady na bydlení: 3450 Kč + rezervační poplatek",před dnem,,Částečně,53 m2,3069371,8,50.1281,14.5009,#offer-8
8 800 Kč/měsíc,,2+1,Pronájem,G - Mimořádně nehospodárná,,,,4. patro," + služby - elektřina, voda, plyn",před dnem,Info u RK,Částečně,55 m2,3069381,7,49.828,18.2663,#offer-7
11 200 Kč/měsíc,Sklep,1+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro," vratná kauce: 14 399 Kč, náklady na bydlení: 3199 Kč + rezervační poplatek",před dnem,,Částečně,40 m2,3069388,6,50.13535,14.5095,#offer-6
17 900 Kč/měsíc,,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,6. patro," vratná kauce: 22 400 Kč, náklady na bydlení: 4500 Kč + rezervační poplatek",před dnem,,Částečně,48 m2,3069393,5,50.09932,14.43641,#offer-5
20 000 Kč/měsíc,,2+kk,Pronájem,G - Mimořádně nehospodárná,,,500 Kč/měsíc,3. patro," + 10 000,- Kč provize RK, energie se převádí na nájemce",před dnem,Info u RK,Částečně,51 m2,3069401,4,50.08587,14.450510000000001,#offer-4
18 500 Kč/měsíc,,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," + poplatky 5.846 Kč + kauce + provize RK, převod el. na nájemce",před dnem,Info u RK,Částečně,54 m2,3069519,3,50.07537,14.44904,#offer-3
20 000 Kč/měsíc,,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,5. patro, + poplatky 1200 Kč + energie,před dnem,Info u RK,Úplně,66 m2,3069533,2,50.07747,14.41865,#offer-2
9 000 Kč/měsíc,,2+1,Pronájem,G - (neuvedeno),,,,3. patro,,před dnem,Info u RK,Úplně,52 m2,3069536,19,50.50329,13.6354,#offer-19
12 700 Kč/měsíc,"Sklep, Balkón",3+kk,Pronájem,G - (neuvedeno),1. 12. 2018,25 400 Kč,5 000 Kč/měsíc,4. patro,,před dnem,,Částečně,76 m2,3069543,18,50.74913,15.06414,#offer-18
17 000 Kč/měsíc,"Pračka, Lednice, Balkón",3+kk,Pronájem,G - (neuvedeno),Ihned,22 000 Kč,5 000 Kč/měsíc,1. patro,,před dnem,,Částečně,78 m2,3069621,17,50.0877,14.48722,#offer-17
30 000 Kč/měsíc,,6+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," + poplatky 10.000,- Kč + provize RK.",před dnem,Ano,Částečně,158 m2,3069633,16,50.06767,14.293829999999998,#offer-16
16 000 Kč/měsíc,,2+1,Pronájem,G - Mimořádně nehospodárná,,,,4. patro," + poplatky 3.500,- Kč + provize RK.",před dnem,Ano,Částečně,64 m2,3069634,15,50.11121,14.49785,#offer-15
14 000 Kč/měsíc,"Sklep, Balkón",2+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro, + poplatky 4.000 Kč vč. el. + kauce + provize RK,před 20 hodinami,Info u RK,Částečně,54 m2,3070014,14,50.08579,14.5631,#offer-14
10 500 Kč/měsíc,,3+1,Pronájem,G - (neuvedeno),,,,3. patro,,před 8 hodinami,Info u RK,Částečně,62 m2,3070202,13,50.50155,13.63291,#offer-13
16 300 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," vratná kauce: 19 097  Kč, náklady na bydlení: 2797 Kč + rezervační poplatek",před 7 hodinami,,Částečně,60 m2,3070229,12,50.06489000000001,14.49804,#offer-12
14 000 Kč/měsíc,"Sklep, Balkón",dům,Pronájem,G - Mimořádně nehospodárná,,,,," + 3500,- (služby, energie) + provize RK",před 7 hodinami,Info u RK,Vůbec,120 m2,3070250,11,49.217209999999994,16.38573,#offer-11
5 500 Kč/měsíc,,1+kk,Pronájem,G - Mimořádně nehospodárná,,,,Přízemí," +inakaso a služby 1800,-kč, kauce 10000,-kč, provize rk 7900,-kč",před 7 hodinami,Info u RK,Částečně,30 m2,3070251,10,49.9369,17.8989,#offer-10
25 000 Kč/měsíc,,3+kk,Pronájem,G - (neuvedeno),Ihned,30 001 Kč,5 000 Kč/měsíc,2. patro,,před 7 hodinami,Ano,Částečně,102 m2,3070258,9,50.03252,14.377170000000001,#offer-9
15 000 Kč/měsíc,,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," vratná kauce: 19 097  Kč, náklady na bydlení: 2797 Kč + rezervační poplatek",před 7 hodinami,,Částečně,58 m2,3070260,8,50.06489000000001,14.49804,#offer-8
9 500 Kč/měsíc,"Sklep, Balkón",1+kk,Pronájem,C - Úsporná,,,,2. patro, + zúčtovatelné poplatky  2.500 Kč + kauce 15.000 Kč na vybavení + provize RK ve výši jednoho nájmu bez poplatků,před dnem,Info u RK,Úplně,35 m2,1855795,7,50.16473,14.38515,#offer-7
11 000 Kč/měsíc,,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,1. patro, + zúčtovatelné poplatky cca 2500 Kč(pro dvě osoby) + kauce ve výši 13.500 Kč + odměna RK 11.000 Kč,před 11 hodinami,Info u RK,Částečně,51 m2,2066319,6,50.16043,14.314770000000001,#offer-6
27 000 Kč/měsíc,"Pračka, Myčka, Lednice, Sklep",3+kk,Pronájem,C - Úsporná,Ihned,27 000 Kč,3 000 Kč/měsíc,5. patro,,před 2 lety,Bez provize,Úplně,106 m2,2390759,5,49.19321,16.608810000000002,#offer-5
20 000 Kč/měsíc,,1+1,Pronájem,G - Mimořádně nehospodárná,Ihned,20 000 Kč,0 Kč/měsíc,4. patro,,před rokem,Bez provize,Vůbec,35 m2,2536952,4,50.0561,14.40545,#offer-4
8 500 Kč/měsíc,Sklep,2+kk,Pronájem,C - Úsporná,Ihned,20 000 Kč,2 000 Kč/měsíc,Přízemí,,před rokem,Bez provize,Částečně,50 m2,2542442,3,49.84393,18.31157,#offer-3
19 000 Kč/měsíc,,4+1,Pronájem,G - Mimořádně nehospodárná,,,3 000 Kč/měsíc,4. patro," + poplatky 3.000,- + el. na Nájemce",před dnem,Info u RK,Vůbec,95 m2,2816181,2,50.09434,14.464739999999999,#offer-2
7 400 Kč/měsíc,Balkón,3+1,Pronájem,G - (neuvedeno),,,,3. patro, + služby + vratná kauce + poplatek RK,před dnem,Info u RK,Částečně,65 m2,3058269,19,49.37927,14.7035,#offer-19
7 500 Kč/měsíc,Sklep,1+1,Pronájem,B - Velmi úsporná,,,,7. patro,,před dnem,Info u RK,Částečně,39 m2,3061897,18,49.74623,13.32937,#offer-18
32 990 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro," + poplatky ve výši 6.000,- Kč",před dnem,Info u RK,Úplně,109 m2,3063973,17,50.09771,14.35322,#offer-17
12 000 Kč/měsíc,,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,1. patro," + 4.000,- Kč zálohy na spotřebu energií pro 1 osobu, pro každou další se zálohy navyšují o 1.000,- Kč",před dnem,Info u RK,Úplně,60 m2,3065409,16,49.89092,14.284720000000002,#offer-16
12 000 Kč/měsíc,,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," + cca 3.000,- Kč paušální platba za služby spojené s užíváním bytu + převod el.energie na nájemce",před dnem,Info u RK,Částečně,50 m2,3067197,15,50.07045,14.29972,#offer-15
14 000 Kč/měsíc,"Pračka, Lednice",2+kk,Pronájem,G - Mimořádně nehospodárná,1. 2. 2019,14 000 Kč,1 200 Kč/měsíc,1. patro,,před dnem,,Úplně,50 m2,3068697,14,49.20764000000001,16.60143,#offer-14
16 000 Kč/měsíc,"Sklep, Balkón",2+kk,Pronájem,B - Velmi úsporná,,,,5. patro," 3200,- / měsíc",před 2 dny,Ano,Úplně,49 m2,3068861,13,50.00633,14.414729999999999,#offer-13
20 000 Kč/měsíc,"Pračka, Myčka, Lednice",3+1,Pronájem,G - (neuvedeno),Ihned,40 000 Kč,3 000 Kč/měsíc,5. patro,,před dnem,,Úplně,57 m2,3069215,12,50.06309,14.425310000000001,#offer-12
54 990 Kč/měsíc,,5+1,Pronájem,G - Mimořádně nehospodárná,,,,5. patro," + 5.000,- Kč poplatky 5000 /",před dnem,Info u RK,Vůbec,200 m2,3069268,11,50.089909999999996,14.421660000000001,#offer-11
26 000 Kč/měsíc,"Pračka, Myčka, Lednice, Balkón",3+1,Pronájem,B - Velmi úsporná,1. 12. 2018,26 000 Kč,4 500 Kč/měsíc,Přízemí,,před dnem,,Částečně,138 m2,3069389,10,50.00192,14.34755,#offer-10
36 000 Kč/měsíc,Balkón,4+1,Pronájem,G - Mimořádně nehospodárná,,,,5. patro," + poplatky 4.000,- Kč + vratná kauce + provize RK",před dnem,Ano,Úplně,120 m2,3069398,9,50.10414,14.39954,#offer-9
21 000 Kč/měsíc,,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,5. patro, záloha na služby 1700 Kč záloha na služby 1700 Kč,před dnem,Info u RK,Úplně,50 m2,3069483,8,50.066359999999996,14.419229999999999,#offer-8
47 990 Kč/měsíc,,dům,Pronájem,G - Mimořádně nehospodárná,,,,Přízemí," + poplatky 5 000,-Kč",před dnem,Info u RK,Vůbec,250 m2,3069497,7,50.00326,14.557739999999999,#offer-7
12 000 Kč/měsíc,Sklep,1+kk,Pronájem,C - Úsporná,,,,7. patro," Měsíční poplatky 2.100 Kč, elektřina, jistina 2 x nájem",před dnem,Ano,Vůbec,42 m2,3069517,6,50.01864000000001,14.43709,#offer-6
18 000 Kč/měsíc,,3+1,Pronájem,G - Mimořádně nehospodárná,,,,5. patro," + popl. 4500,- Kč vč. energií + kauce + provize RK",před dnem,Ano,Úplně,70 m2,3069518,5,50.03819,14.508779999999998,#offer-5
5 000 Kč/měsíc,,1+1,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," + zálohy na služby, provize a vratná kauce",před dnem,Info u RK,Částečně,36 m2,3069522,4,49.74321,18.62572,#offer-4
13 000 Kč/měsíc,Sklep,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,2. patro," + poplatky 3.765,- Kč + vratná kauce + provize RK",před dnem,Ano,Úplně,46 m2,3069544,3,50.05238,14.34291,#offer-3
19 000 Kč/měsíc,Balkón,2+kk,Pronájem,B - Velmi úsporná,,,,2. patro," + poplatky, + provize RK ve výši jednoho nájmu., 4.000,- Kč/měs. + záloha na spotřebu elektrické energie 500,- Kč/měs.",před dnem,Ano,Částečně,56 m2,3069627,2,50.13054,14.495420000000001,#offer-2
30 000 Kč/měsíc,Balkón,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,6. patro, + 5000 poplatky + provize RK,před 16 hodinami,Info u RK,Částečně,97 m2,3070113,19,50.07345,14.43431,#offer-19
13 500 Kč/měsíc,,2+kk,Pronájem,C - Úsporná,,,0 Kč/měsíc,6. patro, + poplatky 2.500 Kč,před 5 hodinami,Info u RK,Částečně,54 m2,3070782,18,50.12636,14.42029,#offer-18
13 000 Kč/měsíc,Lednice,2+kk,Pronájem,G - (neuvedeno),Ihned,5 000 Kč,,1. patro,,před 2 lety,Bez provize,Částečně,60 m2,1470297,17,48.88984,16.00079,#offer-17
16 000 Kč/měsíc,"Pračka, Lednice, Sklep, Balkón",3+kk,Pronájem,G - (neuvedeno),Ihned,16 000 Kč,0 Kč/měsíc,9. patro,,před 3 lety,Bez provize,Částečně,78 m2,1810018,16,50.00154000000001,14.463389999999999,#offer-16
23 000 Kč/měsíc,"Pračka, Myčka, Lednice",3+1,Pronájem,G - (neuvedeno),Ihned,20 000 Kč,7 000 Kč/měsíc,Přízemí,,před 2 lety,Bez provize,Úplně,124 m2,2019108,15,49.23673,16.52763,#offer-15
2 750 Kč/měsíc,"Lednice, Sklep, Balkón",3+1,Pronájem,G - (neuvedeno),Ihned,500 Kč,0 Kč/měsíc,1. patro,,před 2 měsíci,Bez provize,Úplně,69 m2,2142950,14,48.9851,14.437429999999999,#offer-14
12 900 Kč/měsíc,"Pračka, Myčka, Lednice, Balkón",3+1,Pronájem,B - Velmi úsporná,Ihned,15 000 Kč,3 000 Kč/měsíc,2. podzemní podlaží,,před 5 měsíci,Bez provize,Částečně,98 m2,2809923,13,50.03042,15.192120000000001,#offer-13
11 999 Kč/měsíc,"Pračka, Myčka, Lednice",2+1,Pronájem,C - Úsporná,Ihned,25 000 Kč,2 700 Kč/měsíc,2. patro,,před 7 měsíci,Bez provize,Úplně,63 m2,2909032,12,49.8251,18.17086,#offer-12
18 000 Kč/měsíc,"Pračka, Myčka, Lednice, Balkón",2+kk,Pronájem,G - (neuvedeno),Ihned,30 000 Kč,3 000 Kč/měsíc,6. patro,,před 6 měsíci,Bez provize,Úplně,52 m2,2948353,11,50.10066,14.417489999999999,#offer-11
12 000 Kč/měsíc,"Pračka, Myčka, Lednice, Sklep",4+1,Pronájem,G - (neuvedeno),Ihned,30 000 Kč,3 000 Kč/měsíc,,,před 4 měsíci,Bez provize,Částečně,100 m2,3006827,10,49.93399,17.89029,#offer-10
20 000 Kč/měsíc,"Pračka, Myčka, Lednice, Sklep",3+kk,Pronájem,D - Méně úsporná,Ihned,60 000 Kč,5 000 Kč/měsíc,Přízemí,,před 3 měsíci,Bez provize,Úplně,90 m2,3016113,9,50.20865,15.8211,#offer-9
5 200 Kč/měsíc,"Pračka, Lednice",garsonka,Pronájem,C - Úsporná,Ihned,0 Kč,0 Kč/měsíc,1. patro,,před měsícem,Bez provize,Úplně,20 m2,3055243,8,50.22855,15.833570000000002,#offer-8
9 900 Kč/měsíc,"Pračka, Lednice, Sklep, Balkón",atypický,Pronájem,A - Mimořádně úsporná,Ihned,5 000 Kč,0 Kč/měsíc,1. patro,,před rokem,Bez provize,Úplně,49 m2,1267615,7,50.07356,14.38724,#offer-7
12 900 Kč/měsíc,"Myčka, Lednice, Sklep, Balkón",2+kk,Pronájem,C - Úsporná,Ihned,0 Kč,2 000 Kč/měsíc,Přízemí,,před 3 lety,Bez provize,Částečně,48 m2,1659820,6,49.19876,16.634520000000002,#offer-6
9 500 Kč/měsíc,"Pračka, Lednice",1+kk,Pronájem,G - (neuvedeno),Ihned,19 000 Kč,2 314 Kč/měsíc,5. patro,,před rokem,Bez provize,Částečně,23 m2,2584830,5,50.025729999999996,14.43741,#offer-5
6 000 Kč/měsíc,"Pračka, Lednice",2+1,Pronájem,G - (neuvedeno),Ihned,20 000 Kč,4 000 Kč/měsíc,Přízemí,,před 12 dny,Bez provize,Částečně,80 m2,2622531,4,50.15684,13.910210000000001,#offer-4
17 000 Kč/měsíc,"Myčka, Lednice, Sklep, Balkón",4+1,Pronájem,G - (neuvedeno),Ihned,2 Kč,5 500 Kč/měsíc,1. patro,,před 3 měsíci,Bez provize,Částečně,125 m2,2936594,2,50.175709999999995,14.4103,#offer-2
10 000 Kč/měsíc,,4+kk,Pronájem,F - Velmi nehospodárná,Ihned,20 000 Kč,6 000 Kč/měsíc,2. podzemní podlaží,,před 2 měsíci,Bez provize,Částečně,128 m2,3042259,19,49.001670000000004,17.28477,#offer-19
18 000 Kč/měsíc,"Pračka, Myčka, Lednice, Balkón",3+1,Pronájem,G - (neuvedeno),22. 11. 2018,20 000 Kč,3 998 Kč/měsíc,10. patro,,před měsícem,Bez provize,Úplně,80 m2,3054800,18,50.04351,14.491710000000001,#offer-18
11 000 Kč/měsíc,,3+1,Pronájem,G - (neuvedeno),15. 12. 2018,11 000 Kč,4 500 Kč/měsíc,3. patro,,před 22 dny,Bez provize,Částečně,57 m2,3058675,17,50.12904,14.129010000000001,#offer-17
13 000 Kč/měsíc,"Pračka, Myčka, Lednice, Balkón",3+kk,Pronájem,G - (neuvedeno),Ihned,36 000 Kč,4 000 Kč/měsíc,4. patro,,před 19 dny,Bez provize,Úplně,91 m2,3061188,16,50.213809999999995,15.843129999999999,#offer-16
3 000 Kč/měsíc,"Pračka, Lednice, Sklep",garsonka,Pronájem,A - Mimořádně úsporná,Ihned,5 000 Kč,0 Kč/měsíc,Přízemí,,před 25 dny,Bez provize,Úplně,40 m2,1360311,15,50.06433,14.394210000000001,#offer-15
12 000 Kč/měsíc,"Pračka, Sklep, Balkón",3+kk,Pronájem,G - (neuvedeno),Ihned,24 000 Kč,6 000 Kč/měsíc,,,před 2 měsíci,Bez provize,Částečně,140 m2,2076836,14,49.20462,16.81904,#offer-14
11 400 Kč/měsíc,"Pračka, Lednice",1+kk,Pronájem,C - Úsporná,Ihned,11 400 Kč,1 500 Kč/měsíc,3. patro,,před 2 měsíci,Bez provize,Částečně,21 m2,2729769,13,50.106609999999996,14.50237,#offer-13
7 000 Kč/měsíc,"Pračka, Lednice, Sklep",1+kk,Pronájem,B - Velmi úsporná,1. 1. 2019,20 000 Kč,1 000 Kč/měsíc,,,před 2 měsíci,Bez provize,Úplně,27 m2,3043679,12,49.83415,18.18206,#offer-12
6 000 Kč/měsíc,"Pračka, Lednice, Balkón",1+1,Pronájem,G - (neuvedeno),Ihned,15 000 Kč,2 000 Kč/měsíc,1. patro,,před měsícem,Bez provize,Částečně,32 m2,3055826,11,50.14716,15.124310000000001,#offer-11
14 000 Kč/měsíc,"Pračka, Lednice",3+1,Pronájem,G - (neuvedeno),Ihned,14 000 Kč,2 500 Kč/měsíc,1. patro,,před 7 hodinami,Ano,Úplně,100 m2,3070310,10,49.6019,17.08267,#offer-10
10 500 Kč/měsíc,"Pračka, Lednice",2+kk,Pronájem,A - Mimořádně úsporná,Ihned,0 Kč,2 000 Kč/měsíc,1. patro,,před 22 dny,Bez provize,Úplně,50 m2,2476588,9,49.20895,16.79281,#offer-9
5 800 Kč/měsíc,"Lednice, Sklep",2+1,Pronájem,F - Velmi nehospodárná,Ihned,11 600 Kč,1 000 Kč/měsíc,Přízemí,,před měsícem,Bez provize,Částečně,80 m2,3054791,8,50.34365,13.9583,#offer-8
15 000 Kč/měsíc,"Pračka, Lednice, Sklep, Balkón",3+kk,Pronájem,G - (neuvedeno),Ihned,40 000 Kč,3 500 Kč/měsíc,1. patro,,před 21 dny,Bez provize,Částečně,53 m2,3060183,6,50.02536,14.45144,#offer-6
10 000 Kč/měsíc,"Pračka, Lednice, Sklep",1+1,Pronájem,G - (neuvedeno),Ihned,10 000 Kč,2 000 Kč/měsíc,Přízemí,,před 9 dny,Bez provize,Částečně,40 m2,3065543,5,49.17327,16.57456,#offer-5
7 000 Kč/měsíc,"Pračka, Myčka, Lednice",dům,Pronájem,G - Mimořádně nehospodárná,Ihned,30 000 Kč,,Přízemí,,před měsícem,Bez provize,Úplně,60 m2,2818793,4,49.69948,16.431279999999994,#offer-4
13 000 Kč/měsíc,"Pračka, Lednice",2+kk,Pronájem,G - Mimořádně nehospodárná,Ihned,26 000 Kč,2 000 Kč/měsíc,Přízemí,,před 7 dny,Bez provize,Částečně,42 m2,3041563,3,49.15845,16.59966,#offer-3
20 000 Kč/měsíc,"Lednice, Balkón",2+1,Pronájem,G - (neuvedeno),Ihned,40 000 Kč,20 000 Kč/měsíc,Přízemí,,před měsícem,Bez provize,Úplně,60 m2,3051727,2,50.10455,14.375620000000001,#offer-2
16 100 Kč/měsíc,Balkón,2+1,Pronájem,G - Mimořádně nehospodárná,,,,1. patro," vratná kauce: 18 978 Kč, náklady na bydlení: 2 878 Kč + rezervační poplatek",před 20 dny,,Částečně,63 m2,3060882,10,50.04017,14.45384,#offer-10
14 720 Kč/měsíc,Balkón,1+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro," vratná kauce: 17 793 Kč, náklady na bydlení: 3 073 Kč + rezervační poplatek",před 22 dny,,Částečně,38 m2,3058340,9,50.09677,14.467670000000002,#offer-9
20 400 Kč/měsíc,,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro," vratná kauce: 24 000 Kč, náklady na bydlení: 3599 Kč + rezervační poplatek",před 22 dny,,Částečně,66 m2,3059212,8,50.08868,14.38362,#offer-8
19 435 Kč/měsíc,Balkón,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,1. patro," vratná kauce:  21 234  Kč, náklady na bydlení:1 799  Kč + rezervační poplatek",před 21 dny,,Částečně,60 m2,3059914,7,50.03877,14.331,#offer-7
18 342 Kč/měsíc,Balkón,3+kk,Pronájem,G - Mimořádně nehospodárná,,,,3. patro," vratná kauce: 23 700  Kč, náklady na bydlení: 5358 Kč + rezervační poplatek",před 21 dny,,Částečně,70 m2,3059947,6,50.07938,14.457729999999998,#offer-6
12 000 Kč/měsíc,Sklep,2+1,Pronájem,G - Mimořádně nehospodárná,,,,4. patro," vratná kauce: 14 494 Kč, náklady na bydlení: 2 949 Kč + rezervační poplatek",před 20 dny,,Částečně,45 m2,3060022,5,50.03835,14.59561,#offer-5
19 550 Kč/měsíc,Sklep,dům,Pronájem,G - Mimořádně nehospodárná,,,,," vratná kauce: 23 550 Kč, náklady na bydlení: 4000 Kč + rezervační poplatek",před 20 dny,,Částečně,85 m2,3060548,4,50.14574,14.44887,#offer-4
14 300 Kč/měsíc,,2+1,Pronájem,G - Mimořádně nehospodárná,,,,5. patro," vratná kauce:17960 Kč, náklady na bydlení: 3662 Kč + rezervační poplatek",před 15 dny,,Částečně,56 m2,3062733,1,50.08921,14.34678,#offer-1
15 500 Kč/měsíc,Balkón,2+kk,Pronájem,G - Mimořádně nehospodárná,,,,4. patro," vratná kauce: 18 812 Kč, poplatky: 3 312 Kč + rezervační poplatek",před 15 dny,,Částečně,48 m2,3062881,0,50.05929,14.328120000000002,#offer-0
29 000 Kč/měsíc,"Pračka, Myčka, Lednice, Sklep, Balkón",3+kk,Pronájem,B - Velmi úsporná,Ihned,29 000 Kč,5 000 Kč/měsíc,7. patro,,před měsícem,Bez provize,Úplně,87 m2,3054373,19,50.10851,14.47528,#offer-19
12 000 Kč/měsíc,"Myčka, Lednice, Balkón",4+1,Pronájem,G - (neuvedeno),Ihned,18 000 Kč,4 000 Kč/měsíc,,,před měsícem,Bez provize,Částečně,110 m2,3057141,18,49.83801,18.28604,#offer-18
11 500 Kč/měsíc,,1+kk,Pronájem,C - Úsporná,Ihned,18 000 Kč,3 000 Kč/měsíc,Přízemí,,před 16 dny,Bez provize,Úplně,36 m2,3062255,17,50.0597,14.24342,#offer-17
16 000 Kč/měsíc,"Myčka, Balkón",3+kk,Pronájem,C - Úsporná,1. 1. 2019,32 000 Kč,3 000 Kč/měsíc,6. patro,,před 22 dny,Bez provize,Částečně,77 m2,1674476,16,49.17834000000001,16.680529999999994,#offer-16
11 500 Kč/měsíc,Balkón,2+kk,Pronájem,G - (neuvedeno),Ihned,23 000 Kč,2 200 Kč/měsíc,2. patro,,před 20 dny,Bez provize,Částečně,61 m2,2726496,15,49.59976,17.22015,#offer-15
9 500 Kč/měsíc,"Pračka, Lednice",2+kk,Pronájem,A - Mimořádně úsporná,1. 12. 2018,0 Kč,2 000 Kč/měsíc,1. patro,,před 22 dny,Bez provize,Úplně,40 m2,2785536,14,49.20895,16.79281,#offer-14
14 000 Kč/měsíc,"Pračka, Lednice, Sklep",2+kk,Pronájem,G - Mimořádně nehospodárná,Ihned,20 000 Kč,3 500 Kč/měsíc,1. patro,,před 11 dny,Bez provize,Úplně,48 m2,3033546,13,50.13269,14.56054,#offer-13
21 900 Kč/měsíc,"Pračka, Myčka, Lednice, Sklep, Balkón",3+kk,Pronájem,C - Úsporná,Ihned,48 000 Kč,4 500 Kč/měsíc,11. patro,,před 25 dny,Bez provize,Úplně,68 m2,3058092,12,50.08045,14.49896,#offer-12
8 000 Kč/měsíc,"Myčka, Lednice, Sklep",2+1,Pronájem,G - Mimořádně nehospodárná,Ihned,20 000 Kč,2 500 Kč/měsíc,Přízemí,,před 24 dny,Bez provize,Úplně,49 m2,3058232,11,50.03936,15.80422,#offer-11
14 000 Kč/měsíc,"Pračka, Myčka, Lednice",2+kk,Pronájem,G - (neuvedeno),1. 12. 2018,29 000 Kč,2 900 Kč/měsíc,Přízemí,,před 23 dny,Bez provize,Částečně,48 m2,3058376,10,50.07727,14.469079999999998,#offer-10
20 000 Kč/měsíc,"Pračka, Myčka, Lednice, Balkón",3+kk,Pronájem,G - (neuvedeno),15. 1. 2019,40 000 Kč,5 000 Kč/měsíc,1. patro,,před 15 dny,Bez provize,Úplně,60 m2,3062721,9,50.08691,14.44902,#offer-9
4 800 Kč/měsíc,"Lednice, Sklep, Balkón",dům,Pronájem,G - (neuvedeno),Ihned,9 600 Kč,1 700 Kč/měsíc,Přízemí,,před 15 dny,Bez provize,Částečně,25 m2,2468261,8,49.82144,18.33216,#offer-8
6 500 Kč/měsíc,"Pračka, Lednice",1+1,Pronájem,C - Úsporná,2. 12. 2018,9 500 Kč,3 000 Kč/měsíc,2. patro,,před 3 dny,Bez provize,Částečně,30 m2,2507608,7,50.03574,15.79558,#offer-7
5 000 Kč/měsíc,"Pračka, Balkón",garsonka,Pronájem,C - Úsporná,Ihned,20 000 Kč,1 200 Kč/měsíc,1. patro,,před 5 dny,Bez provize,Částečně,27 m2,2970262,6,49.84917,18.31168,#offer-6
15 000 Kč/měsíc,"Pračka, Myčka, Lednice, Sklep, Balkón",3+1,Pronájem,C - Úsporná,Ihned,15 000 Kč,3 400 Kč/měsíc,1. patro,,před 18 dny,Bez provize,Úplně,73 m2,3039936,4,49.19679,16.54503,#offer-4
17 500 Kč/měsíc,"Pračka, Myčka, Lednice, Sklep, Balkón",3+1,Pronájem,D - Méně úsporná,Ihned,20 000 Kč,3 635 Kč/měsíc,11. patro,,před 19 dny,Bez provize,Částečně,69 m2,3061361,3,50.04727000000001,14.4353,#offer-3
12 000 Kč/měsíc,"Sklep, Balkón",2+kk,Pronájem,G - Mimořádně nehospodárná,Ihned,24 000 Kč,0 Kč/měsíc,4. patro,,před 18 dny,Bez provize,Částečně,50 m2,3061708,2,49.22372,17.668770000000006,#offer-2
45 000 Kč/měsíc,"Pračka, Myčka, Lednice, Balkón",3+kk,Pronájem,C - Úsporná,1. 1. 2019,90 000 Kč,6 000 Kč/měsíc,2. patro,,před 12 dny,Bez provize,Úplně,80 m2,3063602,1,50.08598,14.42067,#offer-1
10 000 Kč/měsíc,Myčka,3+kk,Pronájem,G - (neuvedeno),Ihned,10 000 Kč,3 500 Kč/měsíc,2. podzemní podlaží,,před 2 dny,Bez provize,Částečně,76 m2,3068990,19,49.95725,14.0521,#offer-19
9 500 Kč/měsíc,"Myčka, Lednice, Sklep",3+kk,Pronájem,C - Úsporná,Ihned,21 000 Kč,3 500 Kč/měsíc,4. patro,,před 17 dny,Bez provize,Částečně,57 m2,3045170,18,50.62026,13.611629999999998,#offer-18
8 500 Kč/měsíc,,1+1,Pronájem,G - (neuvedeno),Ihned,10 000 Kč,4 000 Kč/měsíc,Přízemí,,před 2 dny,Bez provize,Částečně,49 m2,3067201,14,49.96018,14.06861,#offer-14
25 000 Kč/měsíc,"Pračka, Myčka, Lednice, Balkón",4+1,Pronájem,G - (neuvedeno),Ihned,50 000 Kč,800 Kč/měsíc,2. patro,,před 10 dny,Bez provize,Částečně,84 m2,2936229,11,50.07218,14.43984,#offer-11
